"","GroundDiv","IndCom","Index","Time","rho","p","up","low"
"28","Hill_0","ADI_morning","ADI","morning",-0.285714285714286,0.5748,0.878048780487805,-0.924050632911392
"29","Hill_0","AEI_morning","AEI","morning",0.357142857142857,0.4702,0.96875,-0.828571428571429
"30","Hill_0","H_morning","H","morning",-0.428571428571429,0.3484,0.62962962962963,-0.974683544303797
"31","Hill_0","M_morning","M","morning",0.380952380952381,0.4326,1,-0.726027397260274
"32","Hill_0","PCAI_morning","PCAI","morning",0.357142857142857,0.4596,0.951219512195122,-0.79746835443038
"33","Hill_0","BIO_evening","BIO","evening",0.5,0.2246,1,-0.333333333333333
"34","Hill_0","ACI_evening","ACI","evening",0.0952380952380952,0.828,0.846153846153846,-0.917808219178082
"35","Hill_0","NDSI_evening","NDSI","evening",-0.0476190476190476,0.931,0.79746835443038,-0.925925925925926
"36","Hill_0","ADI_evening","ADI","evening",-0.0952380952380952,0.8204,0.780821917808219,-1
"37","Hill_0","AEI_evening","AEI","evening",0.238095238095238,0.6228,1,-0.777777777777778
"38","Hill_0","H_evening","H","evening",-0.547619047619048,0.215,0.407407407407407,-1
"39","Hill_0","M_evening","M","evening",0.80952380952381,0.025,1,0.135802469135802
"40","Hill_0","PCAI_evening","PCAI","evening",0.380952380952381,0.426,1,-0.775
"41","Hill_0","BIO_all","BIO","all",0.547619047619048,0.2504,1,-0.308641975308642
"42","Hill_0","ACI_all","ACI","all",-0.30952380952381,0.4744,0.594936708860759,-1
"43","Hill_0","NDSI_all","NDSI","all",-0.19047619047619,0.6836,0.846153846153846,-1
"44","Hill_0","ADI_all","ADI","all",-0.380952380952381,0.4292,0.772151898734177,-1
"45","Hill_0","AEI_all","AEI","all",0.380952380952381,0.4268,1,-0.777777777777778
"46","Hill_0","H_all","H","all",-0.380952380952381,0.4304,0.775,-1
"47","Hill_0","M_all","M","all",0.785714285714286,0.0442,1,0.0617283950617284
"48","Hill_0","PCAI_all","PCAI","all",0.380952380952381,0.4436,1,-0.777777777777778
"49","Hill_1","BIO_winter","BIO","winter",0.5,0.2276,1,-0.341772151898734
"50","Hill_1","ACI_winter","ACI","winter",0.333333333333333,0.443,0.925925925925926,-0.746835443037975
"51","Hill_1","NDSI_winter","NDSI","winter",0,0.9828,0.679012345679012,-0.846153846153846
"52","Hill_1","ADI_winter","ADI","winter",-0.19047619047619,0.6726,0.777777777777778,-0.923076923076923
"53","Hill_1","AEI_winter","AEI","winter",0.19047619047619,0.6844,0.923076923076923,-0.777777777777778
"54","Hill_1","H_winter","H","winter",-0.333333333333333,0.4944,0.641025641025641,-1
"55","Hill_1","M_winter","M","winter",0.238095238095238,0.6108,0.923076923076923,-1
"56","Hill_1","PCAI_winter","PCAI","winter",0.19047619047619,0.6698,0.923076923076923,-0.842105263157895
"57","Hill_1","BIO_spring","BIO","spring",0.928571428571429,0.002,1,0.407407407407407
"58","Hill_1","ACI_spring","ACI","spring",-0.0476190476190476,0.8964,0.746835443037975,-0.842105263157895
"59","Hill_1","NDSI_spring","NDSI","spring",-0.214285714285714,0.625,0.670886075949367,-1
"60","Hill_1","ADI_spring","ADI","spring",-0.333333333333333,0.5304,0.654320987654321,-1
"61","Hill_1","AEI_spring","AEI","spring",0.5,0.2826,1,-0.439024390243902
"62","Hill_1","H_spring","H","spring",-0.5,0.2826,0.481481481481481,-1
"63","Hill_1","M_spring","M","spring",0.547619047619048,0.2376,1,-0.308641975308642
"64","Hill_1","PCAI_spring","PCAI","spring",0.452380952380952,0.3028,1,-0.538461538461539
"65","Hill_1","BIO_summer","BIO","summer",0.0952380952380952,0.8434,0.848101265822785,-0.951219512195122
"66","Hill_1","ACI_summer","ACI","summer",-0.357142857142857,0.4188,0.62962962962963,-0.923076923076923
"67","Hill_1","NDSI_summer","NDSI","summer",0.0476190476190476,0.9,0.794871794871795,-0.835616438356164
"68","Hill_1","ADI_summer","ADI","summer",-0.380952380952381,0.3446,0.578947368421053,-1
"69","Hill_1","AEI_summer","AEI","summer",0.452380952380952,0.2498,1,-0.518987341772152
"70","Hill_1","H_summer","H","summer",-0.428571428571429,0.2846,0.417721518987342,-0.918918918918919
"71","Hill_1","M_summer","M","summer",0.80952380952381,0.0416,1,0.0540540540540541
"72","Hill_1","PCAI_summer","PCAI","summer",0.428571428571429,0.3194,1,-0.536585365853659
"73","Hill_1","BIO_morning","BIO","morning",0.404761904761905,0.267,1,-0.432432432432432
"74","Hill_1","ACI_morning","ACI","morning",-0.428571428571429,0.3066,0.5,-0.925925925925926
"75","Hill_1","NDSI_morning","NDSI","morning",-0.30952380952381,0.5692,0.707317073170732,-0.925925925925926
"76","Hill_1","ADI_morning","ADI","morning",-0.523809523809524,0.2414,0.35,-0.975308641975309
"77","Hill_1","AEI_morning","AEI","morning",0.595238095238095,0.194,1,-0.308641975308642
"78","Hill_1","H_morning","H","morning",-0.619047619047619,0.1688,0.265822784810127,-1
"79","Hill_1","M_morning","M","morning",0.333333333333333,0.5158,0.974683544303797,-0.848101265822785
"80","Hill_1","PCAI_morning","PCAI","morning",0.547619047619048,0.1976,1,-0.325
"81","Hill_1","BIO_evening","BIO","evening",0.547619047619048,0.1548,1,-0.259259259259259
"82","Hill_1","ACI_evening","ACI","evening",0.119047619047619,0.8178,0.917808219178082,-0.851851851851852
"83","Hill_1","NDSI_evening","NDSI","evening",-0.119047619047619,0.778,0.65,-0.917808219178082
"84","Hill_1","ADI_evening","ADI","evening",-0.238095238095238,0.556,0.615384615384616,-0.925925925925926
"85","Hill_1","AEI_evening","AEI","evening",0.333333333333333,0.451,1,-0.615384615384616
"86","Hill_1","H_evening","H","evening",-0.571428571428572,0.1864,0.259259259259259,-1
"87","Hill_1","M_evening","M","evening",0.571428571428572,0.2054,1,-0.392405063291139
"88","Hill_1","PCAI_evening","PCAI","evening",0.452380952380952,0.3154,1,-0.555555555555556
"89","Hill_1","BIO_all","BIO","all",0.571428571428572,0.191,1,-0.308641975308642
"90","Hill_1","ACI_all","ACI","all",-0.0714285714285714,0.8782,0.743589743589744,-0.853658536585366
"91","Hill_1","NDSI_all","NDSI","all",-0.214285714285714,0.6396,0.670886075949367,-1
"92","Hill_1","ADI_all","ADI","all",-0.452380952380952,0.3278,0.594936708860759,-1
"93","Hill_1","AEI_all","AEI","all",0.452380952380952,0.3108,1,-0.555555555555556
"94","Hill_1","H_all","H","all",-0.452380952380952,0.3014,0.538461538461539,-1
"95","Hill_1","M_all","M","all",0.619047619047619,0.1492,1,-0.259259259259259
"96","Hill_1","PCAI_all","PCAI","all",0.452380952380952,0.3058,1,-0.544303797468354
"97","NMDS1","BIO_winter","BIO","winter",-0.380952380952381,0.3606,0.538461538461539,-1
"98","NMDS1","ACI_winter","ACI","winter",-0.714285714285714,0.0842000000000001,0.215189873417721,-1
"99","NMDS1","NDSI_winter","NDSI","winter",0.0476190476190476,0.883,1,-0.645569620253164
"100","NMDS1","ADI_winter","ADI","winter",0.238095238095238,0.6192,0.974683544303797,-0.679012345679012
"101","NMDS1","AEI_winter","AEI","winter",-0.238095238095238,0.5896,0.670886075949367,-1
"102","NMDS1","H_winter","H","winter",0.404761904761905,0.3796,1,-0.6
"103","NMDS1","M_winter","M","winter",-0.30952380952381,0.5324,0.924050632911392,-0.924050632911392
"104","NMDS1","PCAI_winter","PCAI","winter",-0.238095238095238,0.5852,0.702702702702703,-1
"105","NMDS1","BIO_spring","BIO","spring",-0.857142857142857,0.0184,-0.316455696202532,-1
"106","NMDS1","ACI_spring","ACI","spring",0.142857142857143,0.7346,0.851851851851852,-0.736842105263158
"107","NMDS1","NDSI_spring","NDSI","spring",0.30952380952381,0.503,1,-0.620253164556962
"108","NMDS1","ADI_spring","ADI","spring",0.404761904761905,0.4108,1,-0.615384615384616
"109","NMDS1","AEI_spring","AEI","spring",-0.428571428571429,0.3606,0.62962962962963,-0.974683544303797
"110","NMDS1","H_spring","H","spring",0.428571428571429,0.3516,0.974683544303797,-0.62962962962963
"111","NMDS1","M_spring","M","spring",-0.19047619047619,0.7216,1,-0.89873417721519
"112","NMDS1","PCAI_spring","PCAI","spring",-0.380952380952381,0.4468,0.65,-0.973684210526316
"113","NMDS1","BIO_summer","BIO","summer",-0.333333333333333,0.5122,0.848101265822785,-1
"114","NMDS1","ACI_summer","ACI","summer",0.547619047619048,0.1716,1,-0.287671232876712
"115","NMDS1","NDSI_summer","NDSI","summer",0.0952380952380952,0.8206,0.851851851851852,-0.794871794871795
"116","NMDS1","ADI_summer","ADI","summer",0.285714285714286,0.4216,0.851851851851852,-0.589041095890411
"117","NMDS1","AEI_summer","AEI","summer",-0.214285714285714,0.587,0.643835616438356,-0.848101265822785
"118","NMDS1","H_summer","H","summer",0.0714285714285714,0.8436,0.822784810126582,-0.714285714285714
"119","NMDS1","M_summer","M","summer",-0.404761904761905,0.357,0.555555555555556,-1
"120","NMDS1","PCAI_summer","PCAI","summer",-0.380952380952381,0.3748,0.544303797468354,-0.924050632911392
"121","NMDS1","BIO_morning","BIO","morning",-0.619047619047619,0.1432,0.2,-1
"122","NMDS1","ACI_morning","ACI","morning",0.30952380952381,0.4736,0.923076923076923,-0.615384615384616
"123","NMDS1","NDSI_morning","NDSI","morning",0.380952380952381,0.4252,1,-0.777777777777778
"124","NMDS1","ADI_morning","ADI","morning",0.595238095238095,0.1638,1,-0.282051282051282
"125","NMDS1","AEI_morning","AEI","morning",-0.666666666666667,0.0880000000000001,0.2,-1
"126","NMDS1","H_morning","H","morning",0.547619047619048,0.2064,1,-0.282051282051282
"127","NMDS1","M_morning","M","morning",-0.261904761904762,0.6012,0.89873417721519,-0.924050632911392
"128","NMDS1","PCAI_morning","PCAI","morning",-0.476190476190476,0.2728,0.452054794520548,-0.974683544303797
"129","NMDS1","BIO_evening","BIO","evening",-0.571428571428572,0.1812,0.259259259259259,-1
"130","NMDS1","ACI_evening","ACI","evening",-0.0476190476190476,0.9196,0.924050632911392,-0.875
"131","NMDS1","NDSI_evening","NDSI","evening",0.0238095238095238,0.9708,0.853658536585366,-0.684210526315789
"132","NMDS1","ADI_evening","ADI","evening",0.166666666666667,0.7022,0.917808219178082,-0.670886075949367
"133","NMDS1","AEI_evening","AEI","evening",-0.285714285714286,0.5302,0.654320987654321,-0.924050632911392
"134","NMDS1","H_evening","H","evening",0.357142857142857,0.4958,1,-0.670886075949367
"135","NMDS1","M_evening","M","evening",-0.5,0.2526,0.432098765432099,-1
"136","NMDS1","PCAI_evening","PCAI","evening",-0.380952380952381,0.454,0.654320987654321,-0.972972972972973
"137","NMDS1","BIO_all","BIO","all",-0.785714285714286,0.0404,-0.0886075949367088,-1
"138","NMDS1","ACI_all","ACI","all",0.0238095238095238,0.9192,0.810810810810811,-0.736842105263158
"139","NMDS1","NDSI_all","NDSI","all",0.30952380952381,0.4802,1,-0.615384615384616
"140","NMDS1","ADI_all","ADI","all",0.380952380952381,0.4468,0.973684210526316,-0.648648648648649
"141","NMDS1","AEI_all","AEI","all",-0.380952380952381,0.438,0.65,-0.973684210526316
"142","NMDS1","H_all","H","all",0.380952380952381,0.4424,0.972972972972973,-0.654320987654321
"143","NMDS1","M_all","M","all",-0.404761904761905,0.3968,0.6,-1
"144","NMDS1","PCAI_all","PCAI","all",-0.380952380952381,0.4568,0.643835616438356,-0.972972972972973
